Model,Execution Time (sec),MAE,MSE,RMSE
"Census_SARIMA(1,2,0)(0,0,1,24)_predictions_20_crossvalidation_3",10.53807806968689,432.2594378951112,291500.14386571513,539.9075326995495
"Census_ARIMA(1,2,0)_predictions_20_crossvalidation_3",1.807654619216919,431.4058281994794,294362.5316925172,542.5518700479404
"Census_SARIMA(1,2,0)(0,1,1,24)_predictions_20_crossvalidation_3",164.7866714000702,438.7629940172075,295751.8131182827,543.8306842375508
"Census_SARIMA(3,2,0)(0,0,1,24)_predictions_20_crossvalidation_3",12.708094120025635,425.9856810919582,315163.07611348137,561.3938689667722
"Census_ARIMA(3,2,0)_predictions_20_crossvalidation_3",4.763976335525513,436.2527892941756,327546.80919104733,572.3170530318378
"Census_SARIMA(2,2,0)(0,0,1,24)_predictions_20_crossvalidation_3",11.999506950378418,465.881950745527,327839.764135767,572.5729334641719
"Census_SARIMA(2,2,0)(0,1,1,24)_predictions_20_crossvalidation_3",210.16992568969727,458.82254611807673,339412.0890275045,582.5908418671756
"Census_ARIMA(2,2,0)_predictions_20_crossvalidation_3",3.523151159286499,470.73536627219164,339518.96987558715,582.6825635589134
"Census_SARIMA(3,2,0)(0,1,1,24)_predictions_20_crossvalidation_3",188.07584404945374,413.96388823255495,344240.64947686694,586.7202480542724
"Census_SARIMA(4,2,0)(0,0,1,24)_predictions_20_crossvalidation_3",22.377337217330933,453.32218655079976,384108.5786876037,619.764938252886
"Census_ARIMA(4,2,0)_predictions_20_crossvalidation_3",8.42456603050232,463.6572887631079,397280.74748587905,630.3021081083888
"Census_SARIMA(4,2,0)(0,1,1,24)_predictions_20_crossvalidation_3",246.18353128433228,433.96977151704215,411626.89406564727,641.581556830967
"Census_SARIMA(3,2,0)(0,1,1,24)_predictions_20_crossvalidation_1",113.15478157997131,1121.6411510068913,1948058.2415135677,1395.7285701430517
"Census_SARIMA(3,2,0)(0,0,1,24)_predictions_20_crossvalidation_1",10.337488651275635,1161.0945450998063,2005592.5212463208,1416.1894369208947
"Census_ARIMA(3,2,0)_predictions_20_crossvalidation_1",3.5864412784576416,1162.8271691469295,2026472.3788126432,1423.5421942508917
"Census_SARIMA(2,2,0)(0,1,1,24)_predictions_20_crossvalidation_1",99.01931571960449,1342.6617457163727,2641110.983321304,1625.1495264501984
"Census_ARIMA(2,2,0)_predictions_20_crossvalidation_1",2.9523098468780518,1413.082612630586,2775308.84820241,1665.9258231393167
"Census_SARIMA(2,2,0)(0,0,1,24)_predictions_20_crossvalidation_1",8.916829586029053,1415.9101771397288,2775962.5620421795,1666.1220129516864
"Census_SARIMA(4,2,0)(0,0,1,24)_predictions_20_crossvalidation_1",20.419942617416382,1372.9400284320895,2813280.277078648,1677.2836006706343
"Census_SARIMA(4,2,0)(0,0,1,24)_predictions_20_crossvalidation_2",25.574556589126587,1341.7303309383337,2820861.160689627,1679.5419496665234
"Census_SARIMA(4,2,0)(0,1,1,24)_predictions_20_crossvalidation_1",180.51916003227234,1429.8034209453706,2871889.1704398333,1694.6649139106626
"Census_ARIMA(4,2,0)_predictions_20_crossvalidation_1",7.05474853515625,1396.3071173969397,2872543.974481316,1694.858098626937
"Census_ARIMA(4,2,0)_predictions_20_crossvalidation_2",6.975964546203613,1362.0785679290982,2893023.0636635576,1700.8889039744947
"Census_SARIMA(4,2,0)(0,1,1,24)_predictions_20_crossvalidation_2",289.8490333557129,1393.3032298132646,3133611.5829172796,1770.2010007107326
"Census_SARIMA(3,2,0)(0,0,1,24)_predictions_20_crossvalidation_2",14.33780574798584,1393.933076682108,3207618.4432994416,1790.9825357326747
"Census_ARIMA(3,2,0)_predictions_20_crossvalidation_2",3.8939900398254395,1421.7701299921127,3314202.818076674,1820.4952123190749
"Census_SARIMA(3,2,0)(0,1,1,24)_predictions_20_crossvalidation_2",164.98652911186218,1447.1912178263697,3632048.183877467,1905.793321395966
"Census_SARIMA(2,2,0)(0,0,1,24)_predictions_20_crossvalidation_2",14.55938196182251,1477.3647458160244,3978910.028472702,1994.7205389409069
"Census_ARIMA(2,2,0)_predictions_20_crossvalidation_2",2.7202765941619873,1496.4107146426436,4083645.7433714927,2020.8032421221747
"Census_SARIMA(2,2,0)(0,1,1,24)_predictions_20_crossvalidation_2",141.92161917686462,1527.9006390970533,4406508.323038196,2099.1684837187786
"Census_ARIMA(1,2,0)_predictions_20_crossvalidation_2",1.9048280715942383,1856.5824691798396,4990201.944268214,2233.875991246652
"Census_SARIMA(1,2,0)(0,0,1,24)_predictions_20_crossvalidation_2",7.6079185009002686,1870.5853627982033,5066848.84844799,2250.9662033109225
"Census_SARIMA(1,2,0)(0,1,1,24)_predictions_20_crossvalidation_2",148.7522361278534,1918.5916472602755,5425562.277346878,2329.2836403810675
"Census_SARIMA(1,2,0)(0,1,1,24)_predictions_20_crossvalidation_1",104.50484108924866,2025.7755645335499,6437800.715583905,2537.2821513548515
"Census_ARIMA(1,2,0)_predictions_20_crossvalidation_1",1.947432041168213,1982.637971605811,6485387.405967228,2546.64237889171
"Census_SARIMA(1,2,0)(0,0,1,24)_predictions_20_crossvalidation_1",7.241762399673462,2030.3270394866427,6651255.595361826,2579.0028296537066
