date,wifi status,tablet status,phone status,temp,heating degree,cooling degree,precipitation,snowfall,snow/ice depth,census
25/04/2017,up,up,up,2,29,0,0,0,0,3117
26/04/2017,up,up,up,14,8.5,0,0.34,0,0,824
27/04/2017,up,up,up,2,29,0,0,0,0,3488
28/04/2017,up,up,up,22,0,6.5,1.00E-04,0,0,5530
29/04/2017,up,up,up,2,29,0,0,0,0,3578
30/04/2017,up,up,up,2,29,0,0,0,0,3214
01/05/2017,up,up,up,16,3.5,0,0,0,0,1011
02/05/2017,up,up,up,2,29,0,0,0,0,3184
03/05/2017,up,up,up,2,29,0,0,0,0,3671
04/05/2017,up,up,up,13,9.5,0,0,0,0,4732
05/05/2017,up,up,up,13,10,0,3.02,0,0,1206
06/05/2017,up,up,up,15,5.5,0,0.18,0,0,1081
07/05/2017,up,up,up,11,13.5,0,0.01,0,0,1191
08/05/2017,up,up,up,2,29,0,0,0,0,2407
09/05/2017,up,up,up,13,10,0,0,0,0,2956
10/05/2017,up,up,up,2,29,0,0,0,0,3557
11/05/2017,up,up,up,2,29,0,0,0,0,2658
12/05/2017,up,up,up,14,8.5,0,0,0,0,2800
13/05/2017,up,up,up,2,29,0,0,0,0,1095
14/05/2017,up,up,up,2,29,0,0,0,0,2754
15/05/2017,up,up,up,2,29,0,0,0,0,1342
16/05/2017,up,up,up,20,0,2.5,0,0,0,1360
17/05/2017,up,up,up,25,0,12.5,0,0,0,952
18/05/2017,up,up,up,29,0,18.5,0,0,0,1085
19/05/2017,up,up,up,26,0,13,0,0,0,2409
20/05/2017,up,up,up,2,29,0,0,0,0,2375
21/05/2017,up,up,up,2,29,0,0,0,0,2412
22/05/2017,up,up,up,14,8,0,0.59,0,0,3133
23/05/2017,up,up,up,17,2.5,0,0,0,0,2694
24/05/2017,up,up,up,17,2.5,0,0.04,0,0,2652
25/05/2017,up,up,up,14,7.5,0,0.58,0,0,1749
26/05/2017,up,up,up,18,0.5,0,0.1,0,0,2578
27/05/2017,up,up,up,2,29,0,0,0,0,2442
28/05/2017,up,up,up,2,29,0,0,0,0,1368
29/05/2017,up,up,up,2,29,0,0,0,0,1896
30/05/2017,up,up,up,14,7.5,0,0.06,0,0,3338
31/05/2017,up,up,up,19,0,1.5,0.03,0,0,1833
01/06/2017,up,up,up,21,0,4,1.00E-04,0,0,3601
02/06/2017,up,up,up,19,0,1.5,0.01,0,0,1182
03/06/2017,up,up,up,18,1,0,0.01,0,0,814
04/06/2017,up,up,up,2,29,0,0,0,0,3399
05/06/2017,up,up,up,2,29,0,0,0,0,3628
06/06/2017,up,up,up,13,10,0,0.06,0,0,805
07/06/2017,up,up,up,15,6,0,0,0,0,1067
08/06/2017,up,up,up,2,29,0,0,0,0,3774
09/06/2017,up,up,up,2,29,0,0,0,0,3746
10/06/2017,up,up,up,24,0,10.5,0,0,0,984
11/06/2017,up,up,up,2,29,0,0,0,0,3962
12/06/2017,up,up,up,2,29,0,0,0,0,3476
13/06/2017,up,up,up,30,0,20.5,1.00E-04,0,0,933
14/06/2017,up,up,up,25,0,11.5,0.29,0,0,3968
15/06/2017,up,up,up,2,29,0,0,0,0,3879
16/06/2017,up,up,up,19,0,0.5,0,0,0,1170
17/06/2017,up,up,up,2,29,0,0,0,0,3838
18/06/2017,up,up,up,2,29,0,0,0,0,3522
19/06/2017,up,up,up,26,0,14,1.35,0,0,1839
20/06/2017,up,up,up,25,0,12,0.03,0,0,1195
21/06/2017,up,up,up,25,0,12,0,0,0,2944
22/06/2017,up,up,up,24,0,10.5,0,0,0,1402
23/06/2017,up,up,up,26,0,14.5,0.04,0,0,1902
24/06/2017,up,up,up,2,29,0,0,0,0,3892
25/06/2017,up,up,up,2,29,0,0,0,0,3100
26/06/2017,up,up,up,22,0,6.5,0,0,0,1028
27/06/2017,up,up,up,20,0,3.5,0.18,0,0,3185
28/06/2017,up,up,up,21,0,4.5,0,0,0,2800
29/06/2017,up,up,up,24,0,10,0,0,0,2943
30/06/2017,up,up,up,27,0,15.5,1.00E-04,0,0,2687
01/07/2017,up,up,up,2,29,0,0,0,0,1576
02/07/2017,up,up,up,26,0,14.5,0,0,0,2098
03/07/2017,up,up,up,26,0,14.5,0.45,0,0,3627
04/07/2017,up,up,up,25,0,12.5,0,0,0,3035
05/07/2017,up,up,up,2,29,0,0,0,0,3646
06/07/2017,up,up,up,23,0,9,1.00E-04,0,0,2321
07/07/2017,up,up,up,23,0,9,1.78,0,0,1702
08/07/2017,up,up,up,25,0,11.5,0,0,0,3261
09/07/2017,up,up,up,23,0,9,0,0,0,1274
10/07/2017,up,up,up,2,29,0,0,0,0,1849
11/07/2017,up,up,up,27,0,15,0,0,0,3457
12/07/2017,up,up,up,28,0,17.5,0,0,0,1325
13/07/2017,up,up,up,28,0,16.5,1.00E-04,0,0,1319
14/07/2017,up,up,up,2,29,0,0,0,0,3566
15/07/2017,up,up,up,2,29,0,0,0,0,3465
16/07/2017,up,up,up,2,29,0,0,0,0,3172
17/07/2017,up,up,up,2,29,0,0,0,0,3437
18/07/2017,up,up,up,27,0,15.5,0,0,0,1155
19/07/2017,up,up,up,29,0,19.5,0,0,0,1323
20/07/2017,up,up,up,30,0,20.5,0.01,0,0,1999
21/07/2017,up,up,up,29,0,19,0,0,0,1065
22/07/2017,up,up,up,2,29,0,0,0,0,3912
23/07/2017,up,up,up,2,29,0,0,0,0,3909
24/07/2017,up,up,up,2,29,0,0,0,0,3404
25/07/2017,up,up,up,19,0,1.5,0,0,0,3319
26/07/2017,down,up,up,22,0,6,0,0,0,914
27/07/2017,up,up,up,2,29,0,0,0,0,3751
28/07/2017,up,up,up,26,0,13,0,0,0,833
29/07/2017,up,up,up,2,29,0,0,0,0,3700
30/07/2017,up,up,up,2,29,0,0,0,0,3171
31/07/2017,up,up,up,25,0,12,0,0,0,1058
01/08/2017,up,up,up,2,29,0,0,0,0,1675
02/08/2017,up,up,up,25,0,12.5,0.09,0,0,2527
03/08/2017,up,up,up,25,0,12.5,0,0,0,3623
04/08/2017,up,up,up,2,29,0,0,0,0,3887
05/08/2017,up,up,up,23,0,8.5,0.3,0,0,2195
06/08/2017,up,up,up,21,0,5,0,0,0,3063
07/08/2017,up,up,up,2,29,0,0,0,0,1490
08/08/2017,up,up,up,2,29,0,0,0,0,3077
09/08/2017,up,up,up,24,0,9.5,0,0,0,3818
10/08/2017,up,up,up,2,29,0,0,0,0,3264
11/08/2017,up,up,up,24,0,10.5,1.00E-04,0,0,3193
12/08/2017,up,up,up,2,29,0,0,0,0,3688
13/08/2017,up,up,up,2,29,0,0,0,0,3887
14/08/2017,up,up,up,24,0,10,0,0,0,2829
15/08/2017,up,up,up,22,0,6,0.45,0,0,1590
16/08/2017,up,up,up,26,0,13.5,0,0,0,1137
17/08/2017,up,up,up,2,29,0,0,0,0,1993
18/08/2017,up,up,up,25,0,12.5,0.88,0,0,3181
19/08/2017,up,up,up,2,29,0,0,0,0,3284
20/08/2017,up,up,up,2,29,0,0,0,0,3102
21/08/2017,up,up,up,2,29,0,0,0,0,3920
22/08/2017,up,up,up,27,0,15.5,0.3,0,0,1012
23/08/2017,up,up,up,24,0,10.5,1.00E-04,0,0,2915
24/08/2017,up,up,up,22,0,7.5,0,0,0,2996
25/08/2017,up,up,up,21,0,5.5,0,0,0,2227
26/08/2017,up,up,up,2,29,0,0,0,0,2389
27/08/2017,up,up,up,2,29,0,0,0,0,3443
28/08/2017,up,up,up,2,29,0,0,0,0,3174
29/08/2017,up,up,up,2,29,0,0,0,0,2486
30/08/2017,up,up,up,21,0,4,0.01,0,0,1117
31/08/2017,up,up,up,22,0,7.5,0,0,0,1816
01/09/2017,up,up,up,17,2,0,0,0,0,3386
02/09/2017,up,up,up,2,29,0,0,0,0,2304
03/09/2017,up,up,up,18,1,0,0.74,0,0,3226
04/09/2017,up,up,up,2,29,0,0,0,0,2109
05/09/2017,up,up,up,25,0,12,1.00E-04,0,0,3870
06/09/2017,up,up,up,19,0,1.5,0.42,0,0,2895
07/09/2017,up,up,up,2,29,0,0,0,0,3136
08/09/2017,up,up,up,18,0.5,0,0,0,0,3649
09/09/2017,up,up,up,2,29,0,0,0,0,1503
10/09/2017,up,up,up,18,0.5,0,0,0,0,2670
11/09/2017,up,up,up,2,29,0,0,0,0,1807
12/09/2017,up,up,up,2,29,0,0,0,0,2023
13/09/2017,up,up,up,2,29,0,0,0,0,2495
14/09/2017,up,up,up,2,29,0,0,0,0,3257
15/09/2017,up,up,up,23,0,9,0,0,0,3040
16/09/2017,up,up,up,2,29,0,0,0,0,2959
17/09/2017,up,up,up,2,29,0,0,0,0,2804
18/09/2017,up,up,up,21,0,5.5,0,0,0,2459
19/09/2017,up,up,up,2,29,0,0,0,0,1330
20/09/2017,up,up,up,2,29,0,0,0,0,1140
21/09/2017,up,up,up,24,0,10.5,0,0,0,3470
22/09/2017,up,up,up,23,0,9,0,0,0,2398
23/09/2017,up,up,up,2,29,0,0,0,0,2760
24/09/2017,up,up,up,2,29,0,0,0,0,1524
25/09/2017,up,up,up,26,0,14,0,0,0,3322
26/09/2017,up,up,up,2,29,0,0,0,0,1973
27/09/2017,up,up,up,26,0,13,0,0,0,1922
28/09/2017,up,up,up,2,29,0,0,0,0,1242
29/09/2017,up,up,up,2,29,0,0,0,0,1839
30/09/2017,up,up,up,2,29,0,0,0,0,2556
01/10/2017,up,up,up,2,29,0,0,0,0,1904
02/10/2017,up,up,up,2,29,0,0,0,0,2189
03/10/2017,up,up,up,2,29,0,0,0,0,2435
04/10/2017,up,up,up,19,0,0.5,0,0,0,2224
05/10/2017,up,up,up,23,0,9,1.00E-04,0,0,3069
06/10/2017,up,up,up,2,29,0,0,0,0,3549
07/10/2017,up,up,up,23,0,8.5,0,0,0,1059
08/10/2017,up,up,up,24,0,9.5,0.22,0,0,1152
09/10/2017,up,up,up,2,29,0,0,0,0,3967
10/10/2017,up,up,up,23,0,8.5,0,0,0,1195
11/10/2017,up,up,up,2,29,0,0,0,0,3287
12/10/2017,up,up,up,2,29,0,0,0,0,3533
13/10/2017,up,up,up,15,5.5,0,0,0,0,1095
14/10/2017,up,up,up,2,29,0,0,0,0,3954
15/10/2017,up,up,up,2,29,0,0,0,0,3480
16/10/2017,up,up,up,14,7.5,0,0.01,0,0,1087
17/10/2017,up,up,up,2,29,0,0,0,0,3526
18/10/2017,up,up,up,16,4,0,0,0,0,2606
19/10/2017,up,up,up,18,1.5,0,0,0,0,1719
20/10/2017,up,up,up,18,0,0,0,0,0,2759
21/10/2017,up,up,up,2,29,0,0,0,0,3447
22/10/2017,up,up,up,2,29,0,0,0,0,2987
23/10/2017,up,up,up,20,0,2.5,0,0,0,2140
24/10/2017,up,up,up,2,29,0,0,0,0,2117
25/10/2017,up,up,up,17,3,0,0,0,0,3379
26/10/2017,up,up,up,12,11,0,0,0,0,1637
27/10/2017,up,up,up,12,10.5,0,0,0,0,1007
28/10/2017,up,up,up,2,29,0,0,0,0,2057
29/10/2017,up,up,up,2,29,0,0,0,0,3382
30/10/2017,up,up,up,12,11.5,0,0.25,0,0,1915
31/10/2017,up,up,up,2,29,0,0,0,0,2171
01/11/2017,up,up,up,11,14,0,0,0,0,3223
02/11/2017,up,up,up,2,29,0,0,0,0,3208
03/11/2017,up,up,up,2,29,0,0,0,0,1444
04/11/2017,up,up,up,2,29,0,0,0,0,3500
05/11/2017,up,up,up,13,9,0,0.02,0,0,914
06/11/2017,up,up,up,2,29,0,0,0,0,3291
07/11/2017,up,up,up,2,29,0,0,0,0,3427
08/11/2017,up,up,up,2,29,0,0,0,0,3141
09/11/2017,up,up,up,8,18,0,1.00E-04,0,0,984
10/11/2017,up,up,up,3,27,0,0.01,0,0,853
11/11/2017,up,up,up,2,29,0,0,0,0,3161
12/11/2017,up,up,up,2,29,0,0,0,0,3330
13/11/2017,up,up,up,2,29,0,0,0,0,3685
14/11/2017,up,up,up,2,29,0,0,0,0,3911
15/11/2017,up,up,up,7,21,0,0,0,0,1009
16/11/2017,up,up,up,2,29,0,0,0,0,3822
17/11/2017,up,up,up,2,29,0,0,0,0,3539
18/11/2017,up,up,up,2,29,0,0,0,0,3546
19/11/2017,up,up,up,2,29,0,0,0,0,3965
20/11/2017,up,up,up,2,29,0,0,0,0,3321
21/11/2017,up,up,up,10,15,0,0,0,0,805
22/11/2017,up,up,up,2,29,0,0,0,0,3280
23/11/2017,up,up,up,2,29,0,0,0,0,3678
24/11/2017,up,up,up,2,29,0,0,0,0,3765
25/11/2017,up,up,up,2,29,0,0,0,0,3516
26/11/2017,up,up,up,2,29,0,0,0,0,3550
27/11/2017,up,up,up,2,29,0,0,0,0,3679
28/11/2017,up,up,up,2,29,0,0,0,0,3878
29/11/2017,up,up,up,2,29,0,0,0,0,3626
30/11/2017,up,up,up,2,29,0,0,0,0,3319
01/12/2017,up,up,up,8,18,0,0,0,0,1186
02/12/2017,up,up,up,2,29,0,0,0,0,3350
03/12/2017,up,up,up,2,29,0,0,0,0,3989
04/12/2017,up,up,up,2,29,0,0,0,0,3662
05/12/2017,up,up,up,13,9.5,0,0.75,0,0,1024
06/12/2017,up,up,up,10,15.5,0,0,0,0,923
07/12/2017,up,up,up,5,24.5,0,0,0,0,1321
08/12/2017,up,up,up,2,29,0,0,0,0,3697
09/12/2017,up,up,up,0,32.5,0,0.46,4.6,0,1024
10/12/2017,up,up,up,1,31,0,0,0,4,1164
11/12/2017,up,up,up,2,29,0,0,0,0,3403
12/12/2017,up,up,up,2,29,0,0,0,0,3892
13/12/2017,up,up,up,2,29,0,0,0,0,3844
14/12/2017,up,up,up,-3,38,0,0.09,1.2,1,844
15/12/2017,up,up,up,-4,41,0,0.11,1.2,1,924
16/12/2017,up,up,up,2,29,0,0,0,0,3499
17/12/2017,up,up,up,2,29,0,0,0,0,3921
18/12/2017,up,up,up,2,29,0,0,0,0,3421
19/12/2017,up,up,up,10,15,0,0,0,0,1039
20/12/2017,up,up,up,6,22.5,0,0,0,0,1184
21/12/2017,up,up,up,2,29,0,0,0,0,3469
22/12/2017,up,up,up,2,29,0,0,0,0,3913
23/12/2017,up,up,up,2,29,0,0,0,0,2285
24/12/2017,up,up,up,2,29,0,0,0,0,3614
25/12/2017,up,up,up,2,29,0,0,0,0,3501
26/12/2017,up,up,up,2,29,0,0,0,0,3310
27/12/2017,up,up,up,2,29,0,0,0,0,1232
28/12/2017,up,up,up,2,29,0,0,0,0,1802
29/12/2017,up,up,up,2,29,0,0,0,0,4451
30/12/2017,up,up,up,2,29,0,0,0,0,4102
31/12/2017,up,up,up,2,29,0,0,0,0,5623
01/01/2018,up,up,up,2,29,0,0,0,0,4875
02/01/2018,up,up,up,-7,45.5,0,0,0,0,3542
03/01/2018,up,up,up,-5,42,0,0,0,0.01,3637
04/01/2018,up,up,up,2,29,0,0,0,0,3501
05/01/2018,up,up,up,-10,51,0,0,0,7,1009
06/01/2018,up,up,up,2,29,0,0,0,0,3525
07/01/2018,up,up,up,2,29,0,0,0,0,3636
08/01/2018,up,up,up,-4,41,0,0.01,0.001,5,864
09/01/2018,up,up,up,2,29,0,0,0,0,3808
10/01/2018,up,up,up,2,29,0,0,0,0,3486
11/01/2018,up,up,up,2,29,0,0,0,0,2233
12/01/2018,up,up,up,2,29,0,0,0,0,2831
13/01/2018,up,up,up,2,29,0,0,0,0,1648
14/01/2018,up,up,up,2,29,0,0,0,0,2615
15/01/2018,up,up,up,2,29,0,0,0,0,1927
16/01/2018,up,up,up,-1,34.5,0,0,0,0,2826
17/01/2018,up,up,up,2,29,0,0,0,0,1096
18/01/2018,up,up,up,2,29,0,0,0,0,1081
19/01/2018,up,up,up,2,29,0,0,0,0,1197
20/01/2018,up,up,up,2,29,0,0,0,0,2842
21/01/2018,up,up,up,2,29,0,0,0,0,1677
22/01/2018,up,up,up,6,21.5,0,0.01,0,0,1243
23/01/2018,up,up,up,2,29,0,0,0,0,2647
24/01/2018,up,up,up,2,29,0,0,0,0,1814
25/01/2018,up,up,up,2,29,0,0,0,0,2678
26/01/2018,up,up,up,2,29,0,0,0,0,1766
27/01/2018,up,up,up,2,29,0,0,0,0,2037
28/01/2018,up,up,up,2,29,0,0,0,0,1574
29/01/2018,up,up,up,2,29,0,0,0,0,1646
30/01/2018,up,up,up,2,29,0,0,0,0,1346
31/01/2018,up,up,up,-4,39.5,0,0,0,0,1836
01/02/2018,up,up,up,2,29,0,0,0,0,3864
02/02/2018,up,up,up,-2,36,0,0.18,0.001,0,1145
03/02/2018,up,up,up,2,29,0,0,0,0,3533
04/02/2018,up,up,up,3,27,0,0.96,0.001,0,1028
05/02/2018,up,up,up,1,32,0,1.00E-04,0,0,1142
06/02/2018,up,up,up,2,29,0,0,0,0,3318
07/02/2018,up,up,up,3,27.5,0,0.85,0.5,0,979
08/02/2018,up,up,up,-2,36,0,0,0,0,4210
09/02/2018,up,up,up,2,29,0,0,0,0,3258
10/02/2018,up,up,up,2,29,0,0,0,0,3396
11/02/2018,up,up,up,2,29,0,0,0,0,3160
12/02/2018,up,up,up,2,29,0,0,0,0,3317
13/02/2018,up,up,up,2,29,0,0,0,0,3745
14/02/2018,up,up,up,7,21,0,0.08,0,0,1072
15/02/2018,up,up,up,12,11,0,0.16,0,0,1466
16/02/2018,up,up,up,8,18,0,0.09,0,0,1043
17/02/2018,up,up,up,2,29,0,0,0,0,3465
18/02/2018,up,up,up,2,29,0,0,0,0,3696
19/02/2018,up,up,up,2,29,0,0,0,0,3597
20/02/2018,up,up,up,14,8,0,0,0,0,853
21/02/2018,up,up,up,19,0,1.5,0.06,0,0,1081
22/02/2018,up,up,up,9,17,0,0.17,0,0,1094
23/02/2018,up,up,up,4,26,0,0.06,0,0,2904
24/02/2018,up,up,up,2,29,0,0,0,0,3550
25/02/2018,up,up,up,2,29,0,0,0,0,1827
26/02/2018,up,up,up,9,17.5,0,0,0,0,1376
27/02/2018,up,up,up,9,17.5,0,0,0,0,1875
28/02/2018,up,up,up,11,13.5,0,0,0,0,2684
01/03/2018,up,up,up,11,13,0,0.38,0,0,1328
02/03/2018,up,up,up,2,29,0,0,0,0,1424
03/03/2018,up,up,up,2,29,0,0,0,0,2837
04/03/2018,up,up,up,4,26,0,0,0,0,2679
05/03/2018,up,up,up,2,29,0,0,0,0,1344
06/03/2018,up,up,up,2,29,0,0,0,0,1915
07/03/2018,up,up,up,2,29,0,0,0,0,3214
08/03/2018,up,up,up,2,29,0,0,0,0,2213
09/03/2018,up,up,up,2,29,0,0,0,0,1477
10/03/2018,up,up,up,2,29,0,0,0,0,1177
11/03/2018,up,up,up,2,29,0,0,0,0,3476
12/03/2018,up,up,up,2,29,0,0,0,0,2690
13/03/2018,up,up,up,2,28.5,0,0.28,0.001,0.01,1696
14/03/2018,up,up,up,2,29,0,0.01,0.001,0,2351
15/03/2018,up,up,up,4,25,0,0,0,0,1524
16/03/2018,up,up,up,2,30,0,0,0,0,3700
17/03/2018,up,up,up,2,29,0,0,0,0,3925
18/03/2018,up,up,up,2,29,0,0,0,0,3838
19/03/2018,up,up,up,4,25,0,0,0,0,924
20/03/2018,up,up,up,1,30.5,0,1.00E-04,0,0,945
21/03/2018,up,up,up,2,29,0,0,0,0,3868
22/03/2018,up,up,up,2,29,0,0,0,0,3292
23/03/2018,up,up,up,6,23,0,1.00E-04,0,1,1003
24/03/2018,up,up,up,2,29,0,0,0,0,3498
25/03/2018,up,up,up,2,29,0,0,0,0,3745
26/03/2018,up,up,up,2,29,0,0,0,0,3106
27/03/2018,up,up,up,5,24.5,0,0.01,0,0,899
28/03/2018,up,up,up,7,20,0,0.03,0,0,1202
29/03/2018,up,up,up,11,14,0,0.03,0,0,969
30/03/2018,up,up,up,12,12,0,0.03,0,0,812
31/03/2018,up,up,up,2,29,0,0,0,0,3412
01/04/2018,up,up,up,2,29,0,0,0,0,3930
02/04/2018,up,up,up,2,29,0,0,0,0,3259
03/04/2018,up,up,up,2,29,0,0,0,0,3369
04/04/2018,up,up,up,9,17,0,0.04,0,0,1183
05/04/2018,up,up,up,4,25.5,0,0,0,0,952
06/04/2018,up,up,up,2,29,0,0,0,0,2971
07/04/2018,up,up,up,2,29,0,0,0,0,1782
08/04/2018,up,up,up,2,29,0,0,0,0,2618
09/04/2018,up,up,up,2,29,0,0,0,0,2245
10/04/2018,up,up,up,2,29,0,0,0,0,1912
11/04/2018,up,up,up,2,29,0,0,0,0,1204
12/04/2018,up,up,up,2,29,0,0,0,0,1258
13/04/2018,up,up,up,22,0,6,0,0,0,2321
14/04/2018,up,up,up,2,29,0,0,0,0,3317
15/04/2018,up,up,up,2,29,0,0,0,0,1247
16/04/2018,up,up,up,10,15.5,0,2.82,0,0,2926
17/04/2018,up,up,up,2,29,0,0,0,0,3119
18/04/2018,up,up,up,8,19,0,0,0,0,2979
19/04/2018,up,up,up,6,21.5,0,0.15,0,0,1231
20/04/2018,up,up,up,6,21.5,0,0,0,0,1401
21/04/2018,up,up,up,2,29,0,0,0,0,1438
22/04/2018,up,up,up,2,29,0,0,0,0,1140
23/04/2018,up,up,up,14,8,0,0,0,0,2055
24/04/2018,up,up,up,13,9,0,0.05,0,0,1322
25/04/2018,up,up,up,13,9,0,0.95,0,0,2778
26/04/2018,up,up,up,17,2.5,0,0.1,0,0,3157
27/04/2018,up,up,up,13,10,0,0.05,0,0,1641
28/04/2018,up,up,up,2,29,0,0,0,0,2576
29/04/2018,up,up,up,2,29,0,0,0,0,2482
30/04/2018,up,up,up,9,17.5,0,1.00E-04,0,0,2216
01/05/2018,up,up,up,18,1,0,0,0,0,2373
02/05/2018,up,up,up,2,29,0,0,0,0,1970
03/05/2018,up,up,up,27,0,16,0.02,0,0,3730
04/05/2018,up,up,up,26,0,13,1.00E-04,0,0,2977
05/05/2018,up,up,up,2,29,0,0,0,0,2209
06/05/2018,up,up,up,16,4,0,1.00E-04,0,0,1193
07/05/2018,up,up,up,2,29,0,0,0,0,3457
08/05/2018,up,up,up,2,29,0,0,0,0,3079
09/05/2018,up,up,up,2,29,0,0,0,0,1614
10/05/2018,up,up,up,2,29,0,0,0,0,2190
11/05/2018,up,up,up,2,29,0,0,0,0,2251
12/05/2018,up,up,up,2,29,0,0,0,0,3334
13/05/2018,up,up,up,2,29,0,0,0,0,2508
14/05/2018,up,up,up,2,29,0,0,0,0,1829
15/05/2018,up,up,up,2,29,0,0,0,0,3576
16/05/2018,up,up,up,16,5,0,0.34,0,0,2812
17/05/2018,up,up,up,18,1.5,0,0.22,0,0,1203
18/05/2018,up,up,up,2,29,0,0,0,0,2401
19/05/2018,up,up,up,2,29,0,0,0,0,3185
20/05/2018,up,up,up,2,29,0,0,0,0,2177
21/05/2018,up,up,up,20,0,3.5,0,0,0,2502
22/05/2018,up,up,up,2,29,0,0,0,0,2891
23/05/2018,up,up,up,21,0,5,0.29,0,0,1305
24/05/2018,up,up,up,23,0,8,0,0,0,2729
25/05/2018,up,up,up,2,29,0,0,0,0,3192
26/05/2018,up,up,up,2,29,0,0,0,0,3853
27/05/2018,up,up,up,2,29,0,0,0,0,3412
28/05/2018,up,up,up,2,29,0,0,0,0,3691
29/05/2018,up,up,up,2,29,0,0,0,0,3755
30/05/2018,up,up,up,21,0,4.5,0,0,0,3281
31/05/2018,up,up,up,19,0,0.5,0.1,0,0,3046
01/06/2018,up,up,up,2,29,0,0,0,0,3086
02/06/2018,up,up,up,25,0,11.5,0.08,0,0,3689
03/06/2018,up,up,up,15,6.5,0,0.25,0,0,3083
04/06/2018,up,up,up,16,4,0,0.16,0,0,1195
05/06/2018,up,up,up,2,29,0,0,0,0,2227
06/06/2018,up,up,up,2,29,0,0,0,0,3087
07/06/2018,up,up,up,19,0,0.5,0,0,0,3635
08/06/2018,up,up,up,2,29,0,0,0,0,3728
09/06/2018,up,up,up,2,29,0,0,0,0,3279
10/06/2018,up,up,up,2,29,0,0,0,0,1563
11/06/2018,up,up,up,2,29,0,0,0,0,3091
12/06/2018,up,up,up,2,29,0,0,0,0,1590
13/06/2018,up,up,up,21,0,5.5,0.04,0,0,2703
14/06/2018,up,up,up,2,29,0,0,0,0,1163
15/06/2018,up,up,up,21,0,4.5,0,0,0,1264
16/06/2018,up,up,up,2,29,0,0,0,0,3204
17/06/2018,up,up,up,2,29,0,0,0,0,1662
18/06/2018,up,up,up,28,0,17,0.08,0,0,3066
19/06/2018,up,up,up,28,0,16.5,0.07,0,0,2581
20/06/2018,up,up,up,24,0,11,0.09,0,0,1115
21/06/2018,up,up,up,2,29,0,0,0,0,2477
22/06/2018,up,up,up,2,29,0,0,0,0,2901
23/06/2018,up,up,up,2,29,0,0,0,0,1239
24/06/2018,up,up,up,2,29,0,0,0,0,2618
25/06/2018,up,up,up,23,0,9,0,0,0,3589
26/06/2018,up,up,up,21,0,4.5,0,0,0,3336
27/06/2018,up,up,up,2,29,0,0,0,0,2363
28/06/2018,up,up,up,25,0,11.5,1.36,0,0,1079
29/06/2018,up,up,up,26,0,14.5,0,0,0,2232
30/06/2018,up,up,up,2,29,0,0,0,0,3423
01/07/2018,up,up,up,2,29,0,0,0,0,3418
02/07/2018,up,up,up,31,0,22,0,0,0,1409
03/07/2018,up,up,up,2,29,0,0,0,0,3710
04/07/2018,up,up,up,2,29,0,0,0,0,2204
05/07/2018,up,up,up,28,0,18,0,0,0,1498
06/07/2018,up,up,up,24,0,9.5,0.23,0,0,2738
07/07/2018,up,up,up,2,29,0,0,0,0,3829
08/07/2018,up,up,up,2,29,0,0,0,0,2386
09/07/2018,up,up,up,2,29,0,0,0,0,3568
10/07/2018,up,up,up,2,29,0,0,0,0,2760
11/07/2018,up,up,up,2,29,0,0,0,0,2952
12/07/2018,up,up,up,2,29,0,0,0,0,3872
13/07/2018,up,up,up,24,0,11,0,0,0,2117
14/07/2018,up,up,up,2,29,0,0,0,0,1739
15/07/2018,up,up,up,2,29,0,0,0,0,2503
16/07/2018,up,up,up,28,0,17.5,0,0,0,1414
17/07/2018,up,up,up,2,29,0,0,0,0,1483
18/07/2018,up,up,up,2,29,0,0,0,0,3539
19/07/2018,up,up,up,24,0,9.5,0,0,0,5717
20/07/2018,up,up,up,2,29,0,0,0,0,3746
21/07/2018,up,up,up,2,29,0,0,0,0,3922
22/07/2018,up,up,up,2,29,0,0,0,0,3569
23/07/2018,up,up,up,2,29,0,0,0,0,3921
24/07/2018,up,up,up,26,0,13.5,0.02,0,0,1128
25/07/2018,up,up,up,2,29,0,0,0,0,3277
26/07/2018,up,up,up,26,0,13.5,0.03,0,0,1211
27/07/2018,up,up,up,25,0,12,0.25,0,0,3437
28/07/2018,up,up,up,2,29,0,0,0,0,3354
29/07/2018,up,up,up,2,29,0,0,0,0,2814
30/07/2018,up,up,up,2,29,0,0,0,0,2584
31/07/2018,up,up,up,24,0,10,0,0,0,3684
01/08/2018,up,up,up,26,0,14,0.1,0,0,2434
02/08/2018,up,up,up,27,0,16,0.51,0,0,1228
03/08/2018,up,up,up,26,0,14,0.24,0,0,2096
04/08/2018,up,up,up,2,29,0,0,0,0,1309
05/08/2018,up,up,up,28,0,17,0,0,0,2029
06/08/2018,up,up,up,2,29,0,0,0,0,2414
07/08/2018,up,up,up,2,29,0,0,0,0,3234
08/08/2018,up,up,up,2,29,0,0,0,0,3061
09/08/2018,up,up,up,2,29,0,0,0,0,1120
10/08/2018,up,up,up,2,29,0,0,0,0,2960
11/08/2018,up,up,up,2,29,0,0,0,0,3111
12/08/2018,up,up,up,2,29,0,0,0,0,1571
13/08/2018,up,up,up,2,29,0,0,0,0,3788
14/08/2018,up,up,up,2,29,0,0,0,0,2361
15/08/2018,up,up,up,2,29,0,0,0,0,3296
16/08/2018,up,up,up,2,29,0,0,0,0,1472
17/08/2018,up,up,up,2,29,0,0,0,0,3324
18/08/2018,up,up,up,2,29,0,0,0,0,2439
