Model,Execution Time (sec),MAE,MSE,RMSE
"Shampoo_Sales_arima(3,3,2)_predictions_12_crossvalidation_3",3.18550181388855,66.16018146637226,6742.700224384964,82.1139465887797
"Shampoo_Sales_arima(5,3,1)_predictions_12_crossvalidation_3",3.6523075103759766,68.41876951728693,6867.599770155354,82.87098267883249
"Shampoo_Sales_arima(1,1,3)_predictions_12_crossvalidation_3",2.920715093612671,67.07851621387097,6902.892176067696,83.08364565946596
"Shampoo_Sales_arima(4,1,3)_predictions_12_crossvalidation_3",4.880303859710693,69.30982144415376,6924.375236910654,83.21283096320334
"Shampoo_Sales_arima(2,2,2)_predictions_12_crossvalidation_3",2.7109827995300293,70.8820730460696,6928.214643348161,83.2358975643812
"Shampoo_Sales_arima(4,2,3)_predictions_12_crossvalidation_3",4.6014487743377686,69.83183700667419,7036.4850756126,83.88375930782192
"Shampoo_Sales_arima(3,2,1)_predictions_12_crossvalidation_3",2.707753896713257,68.20151617013049,7247.360455555391,85.13143047990789
"Shampoo_Sales_arima(1,3,2)_predictions_12_crossvalidation_3",2.387869119644165,72.19033884740496,7248.144168470572,85.13603331416476
"Shampoo_Sales_arima(2,1,2)_predictions_12_crossvalidation_3",2.3346762657165527,71.90645627303896,7548.784283221662,86.88374003932877
"Shampoo_Sales_arima(2,0,3)_predictions_12_crossvalidation_3",4.225497484207153,66.61722212341398,7553.335294546682,86.90992632919834
"Shampoo_Sales_arima(4,2,0)_predictions_12_crossvalidation_3",1.8276851177215576,72.0335479351434,7671.096527387389,87.584796211371
"Shampoo_Sales_arima(4,1,2)_predictions_12_crossvalidation_3",3.7142751216888428,72.01341216386109,7678.929461787145,87.6295010928805
"Shampoo_Sales_arima(2,1,0)_predictions_12_crossvalidation_3",1.1889493465423584,71.72506534664427,7771.189550715278,88.15435071915213
"Shampoo_Sales_arima(4,1,1)_predictions_12_crossvalidation_3",3.065398931503296,69.9810360187293,7794.4963642754055,88.2864449633997
"Shampoo_Sales_arima(1,2,1)_predictions_12_crossvalidation_3",1.4774971008300781,75.12538250383218,7898.249353304035,88.8720954704233
"Shampoo_Sales_arima(4,3,1)_predictions_12_crossvalidation_3",3.0666818618774414,74.52544658603007,8064.70241143222,89.80368818390602
"Shampoo_Sales_arima(3,0,3)_predictions_12_crossvalidation_3",4.733347415924072,74.3351688920243,8363.0821814811,91.44988890906922
"Shampoo_Sales_arima(1,1,1)_predictions_12_crossvalidation_3",1.3873553276062012,73.18820402573022,8377.119340936173,91.52660455264454
"Shampoo_Sales_arima(1,1,0)_predictions_12_crossvalidation_3",1.1192042827606201,75.85975756717131,8421.328103938975,91.76779448117392
"Shampoo_Sales_arima(2,1,1)_predictions_12_crossvalidation_3",1.7191534042358398,74.46886552755974,8468.855276056887,92.02638358675672
"Shampoo_Sales_arima(5,1,0)_predictions_12_crossvalidation_3",1.864652156829834,74.31075774411308,8585.06533557675,92.65562765194973
"Shampoo_Sales_arima(1,1,2)_predictions_12_crossvalidation_3",1.739816427230835,75.07795500802108,8963.49697601545,94.67574650360804
"Shampoo_Sales_arima(3,1,2)_predictions_12_crossvalidation_3",3.7916884422302246,72.9196113499177,9042.19367228271,95.0904499530984
"Shampoo_Sales_arima(3,1,0)_predictions_12_crossvalidation_3",1.7062013149261475,74.516396511618,9584.288801934958,97.89938100894692
"Shampoo_Sales_arima(3,1,1)_predictions_12_crossvalidation_3",1.8566529750823975,75.2167883318214,9711.687338328962,98.54789362705304
"Shampoo_Sales_arima(4,1,0)_predictions_12_crossvalidation_3",1.79164457321167,75.99039882338607,9789.996225346566,98.94440977309716
"Shampoo_Sales_arima(5,0,1)_predictions_12_crossvalidation_3",4.7470703125,76.49343800596725,10077.833351572543,100.38841243675758
"Shampoo_Sales_arima(4,0,2)_predictions_12_crossvalidation_3",4.93600869178772,79.74608503167622,10157.712430847541,100.78547728143941
"Shampoo_Sales_arima(5,0,3)_predictions_12_crossvalidation_3",5.703875541687012,73.44472697180733,10234.91131423833,101.16773850511007
"Shampoo_Sales_arima(2,2,0)_predictions_12_crossvalidation_3",1.5591304302215576,91.9614205045101,10258.161080884336,101.28258034274371
"Shampoo_Sales_arima(3,0,0)_predictions_12_crossvalidation_3",2.4523766040802,84.56977728726822,10287.00568485739,101.42487705123132
"Shampoo_Sales_arima(2,0,1)_predictions_12_crossvalidation_3",2.963587760925293,84.59504298348669,10527.345195326192,102.60285178944196
"Shampoo_Sales_arima(2,0,2)_predictions_12_crossvalidation_3",3.393028974533081,82.16943906199552,10529.936479805338,102.61547875347723
"Shampoo_Sales_arima(3,0,2)_predictions_12_crossvalidation_3",3.5429391860961914,84.18537467210903,10748.9011725617,103.67690761477071
"Shampoo_Sales_arima(3,2,0)_predictions_12_crossvalidation_3",1.8949320316314697,84.45432169279944,10767.58232390503,103.76696162028176
"Shampoo_Sales_arima(3,0,1)_predictions_12_crossvalidation_3",3.448068857192993,85.67397373453461,10813.419740298481,103.98759416535455
"Shampoo_Sales_arima(2,3,1)_predictions_12_crossvalidation_3",1.8408074378967285,94.35267111444591,10854.830327804724,104.18651701542154
"Shampoo_Sales_arima(2,0,0)_predictions_12_crossvalidation_3",1.901310682296753,87.9958556655996,10985.972252933941,104.81398882274227
"Shampoo_Sales_arima(4,0,0)_predictions_12_crossvalidation_3",3.342285394668579,81.29227056309036,11009.89856008948,104.92806373935183
"Shampoo_Sales_arima(4,0,1)_predictions_12_crossvalidation_3",3.7540698051452637,81.30881145536829,11113.467262580822,105.42043095425488
"Shampoo_Sales_arima(5,0,0)_predictions_12_crossvalidation_3",3.718991279602051,81.77955161412892,11146.297757396052,105.5760283274383
"Shampoo_Sales_arima(3,3,1)_predictions_12_crossvalidation_3",2.9091193675994873,86.59541740428541,11225.313127948046,105.94957823393185
"Shampoo_Sales_arima(4,0,3)_predictions_12_crossvalidation_3",5.517813444137573,81.98158547663661,11244.934145229096,106.04213382061441
"Shampoo_Sales_arima(1,0,3)_predictions_12_crossvalidation_3",5.909419536590576,72.43705245058804,11626.936769777472,107.82827444495935
"Shampoo_Sales_arima(5,0,2)_predictions_12_crossvalidation_3",5.249021530151367,89.03449593182688,12449.062195717916,111.5753655414936
"Shampoo_Sales_arima(5,3,0)_predictions_12_crossvalidation_3",2.159698724746704,100.09080511706084,12641.881971162664,112.43612396006304
"Shampoo_Sales_arima(1,0,1)_predictions_12_crossvalidation_3",3.080014944076538,96.69113860817042,13150.428921661698,114.67531958386554
"Shampoo_Sales_arima(4,3,0)_predictions_12_crossvalidation_3",2.2015717029571533,111.31929332348473,16883.84312308942,129.93784330628787
"Shampoo_Sales_arima(1,2,0)_predictions_12_crossvalidation_3",0.9567549228668213,124.31374879514321,19617.775584840285,140.06346984435407
"Shampoo_Sales_arima(1,3,1)_predictions_12_crossvalidation_3",1.5770764350891113,125.83487722351059,20258.585797631535,142.33265892841155
"Shampoo_Sales_arima(3,3,0)_predictions_12_crossvalidation_3",1.5514357089996338,127.04643849750614,23927.236940885632,154.6843138165135
"Shampoo_Sales_arima(1,0,0)_predictions_12_crossvalidation_3",2.491480588912964,134.5989712903208,24058.56072196981,155.10822261237413
"Shampoo_Sales_arima(2,3,0)_predictions_12_crossvalidation_3",1.467573881149292,142.15477433338287,25240.573532598504,158.87282188152417
"Shampoo_Sales_arima(1,3,0)_predictions_12_crossvalidation_3",1.1720809936523438,206.0917215374561,57556.47187001723,239.90929925706763
"Shampoo_Sales_arima(2,3,2)_predictions_12_crossvalidation_3",3.019879102706909,5655.1123729891515,373278756.8357799,19320.423308917947
