Model,Execution Time (sec),MAE,MSE,RMSE
"SpeedDiff_arima(2,2,3)_predictions_15_crossvalidation_3",-1,-1,-1,-1
"SpeedDiff_arimax(2,2,3)_predictions_15_crossvalidation_3",-1,-1,-1,-1
"SpeedDiff_arimax(4,2,3)_predictions_15_crossvalidation_3",-1,-1,-1,-1
"SpeedDiff_sarimax(2,2,3)(0,1,1,24)_predictions_15_crossvalidation_3",190.5405113697052,4.61916635700064,32.780168976126,5.725396840056242
"SpeedDiff_sarima(2,2,3)(0,1,1,24)_predictions_15_crossvalidation_3",200.1884150505066,4.624295336890474,32.9216699389102,5.737740839294696
"SpeedDiff_sarima(4,2,3)(0,1,1,24)_predictions_15_crossvalidation_3",262.2513635158539,4.618567986629622,33.69149695559036,5.80443769503906
"SpeedDiff_sarimax(4,2,3)(0,1,1,24)_predictions_15_crossvalidation_3",278.1295311450958,4.609171773189116,34.06208184629276,5.83627294138072
"SpeedDiff_sarima(2,2,3)(0,0,1,24)_predictions_15_crossvalidation_3",69.47360897064209,4.935877772639826,41.13957204306746,6.4140137233301475
"SpeedDiff_sarimax(2,2,3)(0,0,1,24)_predictions_15_crossvalidation_3",67.82354664802551,4.954610180623994,41.5688859855885,6.447393735889603
"SpeedDiff_sarimax(4,2,3)(0,0,1,24)_predictions_15_crossvalidation_3",83.9575707912445,4.808064833539034,41.62526346123707,6.451764368080802
"SpeedDiff_sarima(4,2,3)(0,0,1,24)_predictions_15_crossvalidation_3",100.61793684959412,4.8455989337533305,41.94135660333219,6.47621468168962
"SpeedDiff_arima(4,2,3)_predictions_15_crossvalidation_3",31.667297840118408,5.756860212648929,58.50138061678456,7.6486195235993115
