Model,Execution Time (sec),MAE,MSE,RMSE
"Birthstest_arima(2,2,3)_predictions_15_crossvalidation_3",15.020557165145874,5.3970920899117,51.8794287475878,7.202737587028129
"Birthstest_arima(4,2,3)_predictions_15_crossvalidation_3",24.19660234451294,5.760981212412381,57.565632892065224,7.587201914544335
"Birthstest_arimax(4,2,3)_predictions_15_crossvalidation_3",22.620431423187256,5.838689632379707,58.897960640298614,7.674500676936488
"Birthstest_arimax(2,2,3)_predictions_15_crossvalidation_3",24.890160083770752,5.728510529183795,60.26037727824439,7.762755778603652
