Model,Execution Time (sec),MAE,MSE,RMSE
"DailyBirths_arima(3,2,3)_predictions_12_crossvalidation_3",10.786617279052734,5.6760632461095994,43.11000988044258,6.565821340886651
"DailyBirths_arima(2,2,3)_predictions_12_crossvalidation_3",10.26361346244812,5.6711522989737135,43.57750710248818,6.601326162407685
"DailyBirths_arima(4,2,3)_predictions_12_crossvalidation_3",12.80078673362732,5.743511064974534,44.06453357093675,6.6381121993332375
"DailyBirths_arima(1,2,3)_predictions_12_crossvalidation_3",6.150689363479614,5.8136249699246365,45.730497560397204,6.7624328137436756
