Model,Execution Time (sec),MAE,MSE,RMSE
"SpeedDifference_arima(2,2,3)_predictions_15_crossvalidation_3",14.244816780090332,5.3970920899117,51.8794287475878,7.202737587028129
"SpeedDifference_arima(1,2,3)_predictions_15_crossvalidation_3",16.567415714263916,5.499559273483908,57.39663920992533,7.576056969817831
"SpeedDifference_arima(4,2,3)_predictions_15_crossvalidation_3",16.957824230194092,5.760981212412381,57.565632892065224,7.587201914544335
"SpeedDifference_arima(3,2,3)_predictions_15_crossvalidation_3",14.229666948318481,5.753467111284743,59.259107949540244,7.697993761334199
"SpeedDifference_arimax(4,2,3)_predictions_15_crossvalidation_3",2.477220296859741,9.79286424273885,136.88589472699243,11.699824559667228
"SpeedDifference_arimax(3,2,3)_predictions_15_crossvalidation_3",2.4107701778411865,9.78247451924049,140.5804925920543,11.856664480032077
"SpeedDifference_arimax(1,2,3)_predictions_15_crossvalidation_3",3.5869619846343994,9.703141008273679,143.16991125605097,11.96536298053891
"SpeedDifference_arimax(2,2,3)_predictions_15_crossvalidation_3",1.8850631713867188,9.773498722025407,148.14240914789173,12.17137663322813
